,0
cpayroll_trx_lag2,14.489843368530273
ctarjeta_visa_descuentos_ratioavg6,14.415449905395509
mrentabilidad_annual_delta1,14.343369801839193
matm_ratioavg6,14.132909965515136
cproductos_lag2,14.091276550292969
kmes_lag2,13.920443216959635
ccheques_emitidos_rechazados,13.793736457824707
cprestamos_hipotecarios,13.590113512674968
ctarjeta_master_transacciones_tend6,13.32375659942627
Visa_status_delta2,13.273343658447265
mpagomiscuentas_lag1,12.93703327178955
rankp_ctarjeta_visa_debitos_automaticos,12.802036666870118
mpasivos_margen_min6,12.691006596883138
tcuentas_max6,12.660013326009114
Visa_status_delta1,12.472919909159343
catm_trx_ratioavg6,12.364166514078777
ccomisiones_otras_lag1,12.322509956359863
Master_msaldototal_delta1,11.84556999206543
cforex_ratioavg6,11.845126660664876
ccaja_ahorro_min6,11.156533368428548
ctarjeta_debito_transacciones_max6,10.669463348388671
active_quarter_ratioavg6,10.560659980773925
Visa_mpagado,10.266886520385743
mrentabilidad_tend6,9.900350062052409
Master_mconsumototal,9.419733365376791
rankn_Master_mlimitecompra,9.376149940490723
matm_tend6,9.312406667073567
minversion2_tend6,9.286043294270833
ccajas_extracciones_ratioavg6,9.162146631876627
